Age,Gender,Platform,Daily_Usage_Hours,Study_Hours,Sleep_Hours,Academic_Performance
19,Female,Instagram,5.7,3.2,5.5,50.0
21,Male,Facebook,3.6,4.1,6.5,70.0
20,Female,Snapchat,4.9,3.4,5.6,60.0
18,Male,TikTok,5.6,1.6,5.2,50.0
23,Female,LinkedIn,2.8,5.6,7.0,80.0
19,Male,Instagram,4.6,3.4,5.9,60.0
20,Female,TikTok,5.4,2.0,5.7,50.0
22,Male,Facebook,3.1,4.7,7.1,70.0
19,Female,Instagram,5.6,2.3,5.6,50.0
20,Male,TikTok,4.2,3.6,6.0,60.0
18,Female,Snapchat,6.1,3.3,5.2,40.0
23,Male,LinkedIn,2.3,5.6,7.4,80.0
21,Female,Instagram,4.8,3.0,5.8,60.0
20,Male,YouTube,3.9,2.4,6.5,70.0
19,Female,TikTok,5.7,1.6,5.4,50.0
22,Male,LinkedIn,2.8,5.0,7.2,80.0
20,Female,Instagram,4.5,3.0,5.9,60.0
18,Male,Snapchat,5.4,3.7,5.5,50.0
21,Female,Facebook,3.2,4.7,6.8,70.0
19,Male,TikTok,4.9,4.1,5.7,60.0
20,Female,Instagram,5.8,2.2,5.3,50.0
23,Male,LinkedIn,2.5,5.5,7.3,80.0
21,Female,Snapchat,4.6,3.3,5.8,60.0
19,Male,TikTok,5.5,2.5,5.4,50.0
22,Female,Facebook,2.9,6.5,7.0,70.0
20,Male,YouTube,4.7,1.4,5.9,60.0
18,Female,Instagram,5.9,1.0,5.2,50.0
21,Male,LinkedIn,3.0,4.6,7.1,80.0
19,Female,TikTok,4.8,3.2,5.7,60.0
20,Male,Facebook,3.8,4.8,6.6,70.0
22,Female,LinkedIn,2.7,5.7,7.2,80.0
18,Male,Snapchat,5.6,2.1,5.3,50.0
21,Female,Instagram,4.5,4.3,5.8,60.0
19,Male,TikTok,5.3,3.5,5.5,50.0
23,Female,LinkedIn,2.6,5.5,7.3,80.0
20,Male,YouTube,4.4,4.4,6.0,60.0
18,Female,Instagram,5.8,2.4,5.2,50.0
22,Male,Facebook,2.9,4.7,7.0,70.0
19,Female,TikTok,4.7,3.9,5.8,60.0
21,Male,Snapchat,3.7,4.4,6.5,70.0
20,Female,Instagram,5.5,2.5,5.4,50.0
23,Male,LinkedIn,2.4,6.8,7.4,80.0
19,Female,TikTok,4.9,1.1,5.7,60.0
18,Male,Snapchat,5.7,1.2,5.3,50.0
22,Female,LinkedIn,2.8,4.3,7.1,80.0
20,Male,Instagram,4.6,3.1,5.9,60.0
21,Female,TikTok,5.4,2.4,5.5,50.0
19,Male,YouTube,5.8,1.0,5.2,50.0
23,Female,LinkedIn,2.5,4.7,7.3,80.0
20,Male,Facebook,4.7,2.6,5.8,60.0
18,Female,Instagram,5.6,4.4,5.4,50.0
22,Male,LinkedIn,2.9,6.5,7.0,70.0
19,Female,TikTok,4.8,2.9,5.7,60.0
21,Male,YouTube,3.8,3.9,6.6,70.0
20,Female,Snapchat,5.5,1.6,5.5,50.0
23,Male,LinkedIn,2.6,3.9,7.2,80.0
19,Female,Instagram,4.9,3.0,5.8,60.0
20,Male,Instagram,6.1,1.1,6.2,50.0
21,Female,TikTok,5.8,2.1,5.9,60.0
19,Male,Facebook,4.9,1.8,7.1,70.0
22,Female,Instagram,5.5,1.9,6.0,50.0
20,Male,TikTok,5.2,2.9,6.3,60.0
19,Female,Instagram,4.8,3.5,7.2,80.0
21,Male,Facebook,6.0,2.3,5.8,50.0
20,Female,Instagram,5.7,1.2,6.1,60.0
22,Male,TikTok,4.7,4.0,7.3,70.0
19,Female,Instagram,5.4,2.0,6.2,50.0
20,Male,Facebook,5.9,2.6,5.9,60.0
21,Female,Instagram,4.6,3.4,7.4,80.0
19,Male,TikTok,5.3,1.6,6.3,50.0
22,Female,Instagram,5.8,1.9,5.8,60.0
20,Male,Facebook,4.5,3.8,7.5,70.0
21,Female,Instagram,5.2,3.3,6.4,50.0
19,Male,TikTok,5.7,2.2,5.7,60.0
20,Female,Instagram,4.4,4.8,7.6,80.0
22,Male,Facebook,5.1,3.7,6.5,50.0
21,Female,Instagram,5.6,2.2,5.6,60.0
19,Male,TikTok,4.3,4.3,7.7,70.0
20,Female,Instagram,5.0,4.5,6.6,50.0
22,Male,Facebook,5.5,4.1,5.5,60.0
21,Female,Instagram,4.2,2.8,7.8,80.0
19,Male,TikTok,4.9,2.4,6.7,50.0
20,Female,Instagram,5.4,3.8,5.4,60.0
22,Male,Facebook,4.1,3.1,7.9,70.0
21,Female,Instagram,4.8,2.1,6.8,50.0
19,Male,TikTok,5.3,2.3,5.3,60.0
20,Female,Instagram,4.0,4.3,8.0,80.0
22,Male,Facebook,4.7,3.2,6.9,50.0
21,Female,Instagram,5.2,2.3,5.2,60.0
19,Male,TikTok,3.9,3.6,8.1,70.0
20,Female,Instagram,4.6,2.8,7.0,50.0
22,Male,Facebook,5.1,2.2,5.1,60.0
21,Female,Instagram,3.8,6.0,8.2,80.0
19,Male,TikTok,4.5,3.7,7.1,50.0
20,Female,Instagram,5.0,3.7,5.0,60.0
22,Male,Facebook,3.7,3.9,8.3,70.0
21,Female,Instagram,4.4,3.5,7.2,50.0
19,Male,TikTok,4.9,2.5,4.9,60.0
20,Female,Instagram,3.6,2.3,8.4,80.0
22,Male,Facebook,4.3,2.6,7.3,50.0
21,Female,Instagram,4.8,1.8,4.8,60.0
19,Male,TikTok,3.5,2.7,8.5,70.0
20,Female,Instagram,4.2,2.8,7.4,50.0
22,Male,Facebook,4.7,4.4,4.7,60.0
21,Female,Instagram,3.4,4.6,8.6,80.0
19,Male,TikTok,4.1,4.9,7.5,50.0
20,Female,Instagram,4.6,3.7,4.6,60.0
19,Female,Instagram,5.3,3.3,6.1,50.0
21,Male,Facebook,4.8,2.5,7.2,70.0
20,Female,TikTok,5.5,2.9,5.9,60.0
22,Male,Instagram,4.7,3.9,6.3,50.0
19,Female,Facebook,5.1,2.4,7.0,70.0
21,Male,TikTok,5.4,3.0,6.0,60.0
20,Female,Instagram,4.9,3.6,6.4,50.0
22,Male,Facebook,5.2,2.4,7.1,70.0
19,Female,TikTok,5.6,1.5,5.8,60.0
21,Male,Instagram,4.6,2.5,6.5,50.0
20,Female,Facebook,5.0,3.1,7.3,70.0
22,Male,TikTok,5.3,3.0,5.7,60.0
19,Female,Instagram,4.8,2.6,6.6,50.0
21,Male,Facebook,5.1,2.9,7.4,70.0
20,Female,TikTok,5.7,2.8,5.6,60.0
22,Male,Instagram,4.5,4.0,6.7,50.0
19,Female,Facebook,4.9,4.3,7.5,70.0
21,Male,TikTok,5.2,3.8,5.5,60.0
20,Female,Instagram,4.7,2.5,6.8,50.0
22,Male,Facebook,5.0,4.3,7.6,70.0
19,Female,TikTok,5.8,1.8,5.4,60.0
21,Male,Instagram,4.4,4.4,6.9,50.0
20,Female,Facebook,4.8,3.3,7.7,70.0
22,Male,TikTok,5.1,2.6,5.3,60.0
19,Female,Instagram,4.6,2.0,7.0,50.0
21,Male,Facebook,4.9,3.0,7.8,70.0
20,Female,TikTok,5.9,1.0,5.2,60.0
22,Male,Instagram,4.3,4.5,7.1,50.0
19,Female,Facebook,4.7,4.5,7.9,70.0
21,Male,TikTok,5.0,2.4,5.1,60.0
20,Female,Instagram,4.5,3.7,7.2,50.0
22,Male,Facebook,4.8,2.6,8.0,70.0
19,Female,TikTok,6.0,1.5,5.0,60.0
21,Male,Instagram,4.2,4.4,7.3,50.0
20,Female,Facebook,4.6,3.4,8.1,70.0
22,Male,TikTok,4.9,4.5,4.9,60.0
19,Female,Instagram,4.4,3.2,7.4,50.0
21,Male,Facebook,4.7,4.1,8.2,70.0
20,Female,TikTok,6.1,2.0,4.8,60.0
22,Male,Instagram,4.1,4.5,7.5,50.0
19,Female,Facebook,4.5,3.1,8.3,70.0
21,Male,TikTok,4.8,3.2,4.7,60.0
20,Female,Instagram,4.3,3.6,7.6,50.0
22,Male,Facebook,4.6,2.7,8.4,70.0
19,Female,TikTok,6.2,2.3,4.6,60.0
21,Male,Instagram,4.0,4.5,7.7,50.0
20,Female,Facebook,4.4,4.1,8.5,70.0
22,Male,TikTok,4.7,4.5,4.5,60.0
19,Female,Instagram,4.2,5.0,7.8,50.0
21,Male,Facebook,4.5,3.2,8.6,70.0
20,Female,TikTok,6.3,2.0,4.4,60.0
22,Male,Instagram,3.9,3.6,7.9,50.0
19,Female,Facebook,4.3,3.7,8.7,70.0
21,Male,TikTok,4.6,2.9,4.3,60.0
20,Female,Instagram,4.1,5.2,8.0,50.0
22,Male,Facebook,4.4,3.9,8.8,70.0
19,Female,TikTok,6.4,1.4,4.2,60.0
21,Male,Instagram,3.8,5.2,8.1,50.0
20,Female,Facebook,4.2,2.1,8.9,70.0
22,Male,TikTok,4.5,1.9,4.1,60.0
19,Female,Instagram,6.5,2.1,6.0,50.0
21,Male,TikTok,5.8,2.2,6.5,60.0
20,Female,Instagram,4.5,3.7,7.5,80.0
22,Male,Facebook,4.2,2.7,7.8,70.0
19,Female,LINE,3.8,4.2,7.9,80.0
21,Male,Instagram,5.5,4.1,6.8,60.0
20,Female,KakaoTalk,5.2,3.5,6.5,60.0
22,Male,VKontakte,4.8,3.3,7.2,70.0
19,Female,TikTok,7.0,1.0,5.8,40.0
21,Male,Instagram,5.5,2.2,6.7,60.0
20,Female,Facebook,4.7,1.6,7.4,70.0
22,Male,Instagram,4.0,4.2,7.9,80.0
19,Female,LINE,3.5,5.2,8.0,80.0
21,Male,TikTok,5.7,1.0,6.5,50.0
20,Female,KakaoTalk,5.0,2.5,6.8,60.0
22,Male,VKontakte,4.5,2.6,7.4,70.0
19,Female,Instagram,6.8,1.0,5.9,40.0
21,Male,Facebook,5.6,2.4,6.6,60.0
20,Female,Instagram,4.6,1.7,7.3,70.0
22,Male,Facebook,4.1,4.4,7.7,80.0
19,Female,LINE,3.7,4.9,7.8,80.0
21,Male,Instagram,5.4,2.4,6.7,50.0
20,Female,KakaoTalk,5.1,1.0,6.6,60.0
22,Male,VKontakte,4.7,2.5,7.3,70.0
19,Female,TikTok,6.9,2.1,5.7,40.0
21,Male,Instagram,5.7,1.0,6.4,60.0
20,Female,Facebook,4.8,2.9,7.2,70.0
22,Male,Instagram,3.9,3.2,7.8,80.0
19,Female,LINE,3.6,5.0,8.1,80.0
21,Male,TikTok,5.6,1.9,6.6,50.0
20,Female,KakaoTalk,4.9,3.4,6.9,60.0
22,Male,VKontakte,4.6,3.9,7.5,70.0
19,Female,Instagram,6.7,2.8,5.8,40.0
21,Male,Facebook,5.4,2.4,6.5,60.0
20,Female,Instagram,4.4,3.9,7.4,70.0
22,Male,Facebook,4.0,2.8,7.6,80.0
19,Female,LINE,3.4,5.6,8.2,80.0
21,Male,Instagram,5.3,2.1,6.8,50.0
20,Female,KakaoTalk,5.0,2.6,6.7,60.0
22,Male,VKontakte,4.4,3.6,7.6,70.0
19,Female,TikTok,6.6,1.0,5.6,40.0
21,Male,Instagram,5.3,2.9,6.3,60.0
20,Female,Facebook,4.3,4.5,7.5,70.0
22,Male,Instagram,3.8,4.4,7.7,80.0
19,Female,LINE,3.3,3.4,8.3,80.0
21,Male,TikTok,5.2,2.7,6.9,50.0
20,Female,KakaoTalk,4.8,3.8,7.0,60.0
22,Male,VKontakte,4.3,2.2,7.7,70.0
19,Female,Instagram,6.4,1.0,5.7,40.0
21,Male,Facebook,5.2,3.5,6.4,60.0
20,Female,Instagram,4.5,3.7,7.3,70.0
22,Male,Facebook,3.7,4.6,7.8,80.0
19,Female,LINE,3.2,6.3,8.4,80.0
21,Male,Instagram,5.4,3.0,6.7,50.0
20,Female,KakaoTalk,4.7,3.8,7.1,60.0
22,Male,VKontakte,4.2,6.0,7.8,70.0
19,Female,TikTok,6.6,1.2,5.5,40.0
21,Male,Instagram,5.1,2.3,6.5,60.0
20,Female,Facebook,4.4,3.9,7.4,70.0
22,Male,Instagram,3.6,4.8,7.9,80.0
19,Female,LINE,3.1,4.5,8.5,80.0
21,Male,TikTok,5.3,1.9,6.8,50.0
20,Female,KakaoTalk,4.6,5.2,7.2,60.0
22,Male,VKontakte,4.1,4.2,7.9,70.0
19,Female,Instagram,6.7,1.0,5.4,40.0
21,Male,Facebook,5.0,3.7,6.6,60.0
20,Female,Instagram,4.3,3.6,7.5,70.0
22,Male,Facebook,3.5,4.3,8.0,80.0
19,Female,LINE,3.0,5.4,8.6,80.0
21,Male,Instagram,5.2,1.8,6.9,50.0
20,Female,KakaoTalk,4.5,3.8,7.3,60.0
22,Male,VKontakte,4.0,5.5,8.0,70.0
19,Female,TikTok,6.8,1.6,5.3,40.0
21,Male,Instagram,4.9,2.8,6.7,60.0
20,Female,Facebook,4.2,3.4,7.6,70.0
22,Male,Instagram,3.4,4.3,8.1,80.0
19,Female,LINE,2.9,4.9,8.7,80.0
21,Male,TikTok,5.1,2.6,7.0,50.0
20,Female,KakaoTalk,4.4,4.3,7.4,60.0
22,Male,VKontakte,3.9,2.7,8.1,70.0
19,Female,Instagram,6.9,1.8,5.2,40.0
21,Male,Facebook,4.8,2.9,6.8,60.0
20,Female,Instagram,4.1,4.2,7.7,70.0
22,Male,Facebook,3.3,3.8,8.2,80.0
19,Female,LINE,2.8,6.3,8.8,80.0
21,Male,Instagram,5.0,4.0,7.1,50.0
20,Female,KakaoTalk,4.3,4.5,7.5,60.0
22,Male,VKontakte,3.8,3.0,8.2,70.0
19,Female,TikTok,7.0,1.7,5.1,40.0
21,Male,Instagram,4.7,3.6,6.9,60.0
20,Female,Facebook,4.0,2.7,7.8,70.0
22,Male,Instagram,3.2,4.8,8.3,80.0
19,Female,LINE,2.7,5.6,8.9,80.0
21,Male,TikTok,4.9,3.5,7.2,50.0
20,Female,KakaoTalk,4.2,3.9,7.6,60.0
22,Male,VKontakte,3.7,4.5,8.3,70.0
19,Female,Instagram,7.1,2.1,5.0,40.0
21,Male,Facebook,4.6,4.4,7.0,60.0
20,Female,Instagram,3.9,1.8,7.9,70.0
22,Male,Facebook,3.1,4.6,8.4,80.0
19,Female,Instagram,5.2,2.7,6.8,60.0
21,Male,Facebook,4.1,2.5,7.8,80.0
20,Female,Instagram,5.0,3.1,7.0,70.0
22,Male,WhatsApp,5.8,3.2,6.5,50.0
19,Female,Instagram,4.0,3.1,7.9,80.0
21,Male,Instagram,5.5,2.8,6.7,60.0
20,Female,TikTok,6.8,1.0,5.5,50.0
22,Male,WhatsApp,5.6,1.9,6.6,60.0
19,Female,Instagram,4.5,4.7,7.5,70.0
21,Male,Instagram,5.3,2.3,6.9,60.0
20,Female,TikTok,5.1,3.3,6.7,60.0
22,Male,Facebook,3.9,2.6,7.9,80.0
19,Female,Instagram,4.8,4.7,7.1,70.0
21,Male,WhatsApp,5.9,2.6,6.4,50.0
20,Female,Instagram,3.8,4.1,8.0,80.0
22,Male,TikTok,5.4,3.1,6.8,60.0
19,Female,Instagram,6.9,1.0,5.4,50.0
21,Male,WhatsApp,5.7,3.2,6.5,60.0
20,Female,Instagram,4.4,3.3,7.6,70.0
22,Male,TikTok,5.2,2.6,7.0,60.0
19,Female,Instagram,5.0,2.6,6.9,60.0
21,Male,Facebook,3.8,3.7,8.0,80.0
20,Female,TikTok,4.7,3.9,7.2,70.0
22,Male,WhatsApp,6.0,2.2,6.3,50.0
19,Female,Instagram,3.7,4.8,8.1,80.0
21,Male,Instagram,5.3,2.7,6.9,60.0
20,Female,TikTok,7.0,1.4,5.3,50.0
22,Male,WhatsApp,5.8,1.9,6.4,60.0
19,Female,Instagram,4.3,5.5,7.7,70.0
21,Male,Instagram,5.1,1.6,7.1,60.0
20,Female,TikTok,4.9,4.1,7.0,60.0
22,Male,Facebook,3.7,5.4,8.1,80.0
19,Female,Instagram,4.6,2.7,7.3,70.0
21,Male,WhatsApp,6.1,3.7,6.2,50.0
20,Female,Instagram,3.6,5.2,8.2,80.0
22,Male,TikTok,5.2,3.6,7.0,60.0
19,Female,Instagram,7.1,1.0,5.2,50.0
21,Male,WhatsApp,5.9,1.9,6.3,60.0
20,Female,Instagram,4.2,3.6,7.8,70.0
22,Male,TikTok,5.0,3.3,7.2,60.0
19,Female,Instagram,4.8,4.3,7.1,60.0
21,Male,Facebook,3.6,4.5,8.2,80.0
20,Female,TikTok,4.5,2.8,7.4,70.0
22,Male,WhatsApp,6.2,2.5,6.1,50.0
19,Female,Instagram,3.5,5.2,8.3,80.0
21,Male,Instagram,5.1,3.4,7.1,60.0
20,Female,TikTok,7.2,1.4,5.1,50.0
22,Male,WhatsApp,6.0,1.8,6.2,60.0
19,Female,Instagram,4.1,3.2,7.9,70.0
21,Male,Instagram,4.9,2.4,7.3,60.0
20,Female,TikTok,4.7,2.0,7.2,60.0
22,Male,Facebook,3.5,4.7,8.3,80.0
19,Female,Instagram,4.4,3.5,7.5,70.0
21,Male,WhatsApp,6.3,1.3,6.0,50.0
20,Female,Instagram,3.4,2.2,8.4,80.0
22,Male,TikTok,5.0,2.0,7.2,60.0
19,Female,Instagram,7.3,1.6,5.0,50.0
21,Male,WhatsApp,6.1,1.4,6.1,60.0
20,Female,Instagram,4.0,4.3,8.0,70.0
22,Male,TikTok,4.8,2.1,7.4,60.0
19,Female,Instagram,4.6,4.6,7.3,60.0
21,Male,Facebook,3.4,4.5,8.4,80.0
20,Female,TikTok,4.3,3.9,7.6,70.0
22,Male,WhatsApp,6.4,3.5,5.9,50.0
19,Female,Instagram,3.3,5.9,8.5,80.0
21,Male,Instagram,4.9,2.9,7.3,60.0
20,Female,TikTok,7.4,1.0,4.9,50.0
22,Male,WhatsApp,6.2,1.5,6.0,60.0
19,Female,Instagram,3.9,4.5,8.1,70.0
21,Male,Instagram,4.7,3.2,7.5,60.0
20,Female,TikTok,4.5,3.2,7.4,60.0
22,Male,Facebook,3.3,5.9,8.5,80.0
19,Female,Instagram,4.2,3.7,7.7,70.0
21,Male,WhatsApp,6.5,3.3,5.8,50.0
20,Female,Instagram,3.2,4.9,8.6,80.0
22,Male,TikTok,4.8,4.6,7.4,60.0
19,Female,Instagram,7.5,1.0,4.8,50.0
21,Male,WhatsApp,6.3,2.5,5.9,60.0
20,Female,Instagram,3.8,3.6,8.2,70.0
22,Male,TikTok,4.6,2.7,7.6,60.0
19,Female,Instagram,4.4,4.0,7.5,60.0
21,Male,Facebook,3.2,5.6,8.6,80.0
20,Female,TikTok,4.1,3.9,7.8,70.0
22,Male,WhatsApp,6.6,1.0,5.7,50.0
19,Female,Instagram,3.1,3.8,8.7,80.0
21,Male,Instagram,4.7,2.2,7.5,60.0
20,Female,TikTok,7.6,1.0,4.7,50.0
22,Male,WhatsApp,6.4,1.7,5.8,60.0
19,Female,Instagram,3.7,5.2,8.3,70.0
21,Male,Instagram,4.5,3.5,7.7,60.0
20,Female,TikTok,4.3,1.9,7.6,60.0
22,Male,Facebook,3.1,4.7,8.7,80.0
19,Female,Instagram,4.0,3.9,7.9,70.0
21,Male,WhatsApp,6.7,3.0,5.6,50.0
20,Female,Instagram,3.0,3.8,8.8,80.0
22,Male,TikTok,4.6,3.1,7.6,60.0
19,Female,Instagram,7.7,1.7,4.6,50.0
21,Male,WhatsApp,6.5,1.9,5.7,60.0
20,Female,Instagram,3.6,4.9,8.4,70.0
22,Male,TikTok,4.4,3.7,7.8,60.0
19,Female,Instagram,4.2,4.1,7.7,60.0
21,Male,Facebook,3.0,5.6,8.8,80.0
20,Female,TikTok,3.9,3.5,8.0,70.0
22,Male,WhatsApp,6.8,1.9,5.5,50.0
19,Female,Instagram,2.9,4.0,8.9,80.0
21,Male,Instagram,4.5,3.8,7.7,60.0
20,Female,TikTok,7.8,1.0,4.5,50.0
22,Male,WhatsApp,6.6,1.0,5.6,60.0
19,Female,Instagram,3.5,4.5,8.5,70.0
21,Male,Instagram,4.3,3.2,7.9,60.0
20,Female,TikTok,4.1,3.0,7.8,60.0
22,Male,Facebook,2.9,4.8,8.9,80.0
19,Female,Instagram,3.8,3.3,8.1,70.0
21,Male,WhatsApp,6.9,1.4,5.4,50.0
20,Female,Instagram,2.8,4.3,9.0,80.0
22,Male,TikTok,4.4,4.2,7.8,60.0
19,Female,Instagram,7.9,1.0,4.4,50.0
21,Male,WhatsApp,6.7,1.0,5.5,60.0
20,Female,Instagram,3.4,4.1,8.6,70.0
22,Male,TikTok,4.2,4.9,8.0,60.0
19,Female,Instagram,4.0,4.3,7.9,60.0
21,Male,Facebook,2.8,5.0,9.0,80.0
20,Female,TikTok,3.7,4.7,8.2,70.0
22,Male,WhatsApp,7.0,1.0,5.3,50.0
19,Female,Instagram,2.7,5.3,9.1,80.0
21,Male,Instagram,4.3,5.3,7.9,60.0
20,Female,TikTok,8.0,1.0,4.3,50.0
22,Male,WhatsApp,6.8,1.3,5.4,60.0
19,Female,Instagram,3.3,5.1,8.7,70.0
21,Male,Instagram,4.1,4.6,8.1,60.0
20,Female,TikTok,3.9,2.5,8.0,60.0
22,Male,Facebook,2.7,4.0,9.1,80.0
19,Female,Instagram,3.6,4.6,8.3,70.0
21,Male,WhatsApp,7.1,1.0,5.2,50.0
20,Female,Instagram,2.6,6.4,9.2,80.0
22,Male,TikTok,4.2,3.5,8.0,60.0
19,Female,Instagram,8.1,1.0,4.2,50.0
21,Male,WhatsApp,6.9,1.0,5.3,60.0
20,Female,Instagram,3.2,2.6,8.8,70.0
22,Male,TikTok,4.0,3.8,8.2,60.0
19,Female,Instagram,3.8,4.0,8.1,60.0
21,Male,Facebook,2.6,5.1,9.2,80.0
20,Female,TikTok,3.5,5.4,8.4,70.0
22,Male,WhatsApp,7.2,1.8,5.1,50.0
19,Female,Instagram,2.5,5.4,9.3,80.0
21,Male,Instagram,4.1,2.2,8.1,60.0
20,Female,TikTok,8.2,1.0,4.1,50.0
22,Male,WhatsApp,7.0,1.4,5.2,60.0
19,Female,Instagram,3.1,5.1,8.9,70.0
21,Male,Instagram,3.9,4.9,8.3,60.0
20,Female,TikTok,3.7,3.4,8.2,60.0
22,Male,Facebook,2.5,7.1,9.3,80.0
19,Female,Instagram,3.4,3.8,8.5,70.0
21,Male,WhatsApp,7.3,1.3,5.0,50.0
20,Female,Instagram,2.4,4.3,9.4,80.0
22,Male,TikTok,4.0,3.3,8.2,60.0
19,Female,Instagram,8.3,1.0,4.0,50.0
21,Male,WhatsApp,7.1,1.0,5.1,60.0
20,Female,Instagram,3.0,5.7,9.0,70.0
22,Male,TikTok,3.8,4.4,8.4,60.0
19,Female,Instagram,3.6,4.3,8.3,60.0
21,Male,Facebook,2.4,6.7,9.4,80.0
20,Female,TikTok,3.3,4.5,8.6,70.0
22,Male,WhatsApp,7.4,1.0,4.9,50.0
19,Female,Instagram,2.3,5.1,9.5,80.0
21,Male,Instagram,3.9,4.5,8.3,60.0
20,Female,TikTok,8.4,1.0,3.9,50.0
22,Male,WhatsApp,7.2,1.0,5.0,60.0
19,Female,Instagram,2.9,4.5,9.1,70.0
21,Male,Instagram,3.7,3.8,8.5,60.0
20,Female,TikTok,3.5,4.2,8.4,60.0
22,Male,Facebook,2.3,4.6,9.5,80.0
19,Female,Instagram,3.2,4.3,8.7,70.0
21,Male,WhatsApp,7.5,1.0,4.8,50.0
20,Female,Instagram,2.2,6.4,9.5,80.0
22,Male,TikTok,3.8,4.8,8.4,60.0
19,Female,Instagram,8.5,1.0,3.8,50.0
21,Male,WhatsApp,7.3,1.0,4.9,60.0
20,Female,Instagram,2.8,5.3,9.2,70.0
22,Male,TikTok,3.6,3.7,8.6,60.0
19,Female,WhatsApp,6.2,1.0,6.3,60.0
21,Male,WeChat,4.5,2.7,7.8,70.0
20,Female,Instagram,3.8,3.7,8.2,80.0
22,Male,Instagram,4.7,2.4,7.5,70.0
19,Female,TikTok,5.1,3.0,7.0,60.0
21,Male,WhatsApp,5.5,3.1,6.8,60.0
20,Female,Instagram,6.5,1.0,6.5,50.0
22,Male,Facebook,4.2,3.8,7.9,70.0
19,Female,WhatsApp,6.8,1.0,6.0,50.0
21,Male,Instagram,4.8,3.5,7.4,70.0
20,Female,Instagram,6.1,1.9,6.4,60.0
22,Male,WeChat,4.4,2.4,7.9,70.0
19,Female,TikTok,3.7,3.3,8.3,80.0
21,Male,Instagram,4.6,3.4,7.6,70.0
20,Female,TikTok,5.2,3.6,6.9,60.0
22,Male,WhatsApp,5.6,1.0,6.7,60.0
19,Female,Instagram,6.6,1.7,6.4,50.0
21,Male,Facebook,4.1,4.9,8.0,70.0
20,Female,WhatsApp,6.9,1.0,5.9,50.0
22,Male,TikTok,4.7,3.7,7.5,70.0
19,Female,WhatsApp,6.0,1.4,6.5,60.0
21,Male,WeChat,4.3,3.6,8.0,70.0
20,Female,Instagram,3.6,3.1,8.4,80.0
22,Male,Facebook,4.5,1.6,7.7,70.0
19,Female,TikTok,5.3,3.5,6.8,60.0
21,Male,WhatsApp,5.7,1.5,6.6,60.0
20,Female,Instagram,6.7,1.0,6.3,50.0
22,Male,Facebook,4.0,2.9,8.1,70.0
19,Female,WhatsApp,7.0,1.0,5.8,50.0
21,Male,Instagram,4.6,3.3,7.6,70.0
20,Female,TikTok,5.9,1.5,6.6,60.0
22,Male,WeChat,4.2,4.1,8.1,70.0
19,Female,Instagram,3.5,4.9,8.5,80.0
21,Male,Facebook,4.4,3.9,7.8,70.0
20,Female,TikTok,5.4,2.8,6.7,60.0
22,Male,WhatsApp,5.8,3.5,6.5,60.0
19,Female,Instagram,6.8,1.0,6.2,50.0
21,Male,Facebook,3.9,4.1,8.2,70.0
20,Female,WhatsApp,7.1,1.8,5.7,50.0
22,Male,TikTok,4.5,4.5,7.7,70.0
19,Female,WhatsApp,5.8,1.1,6.7,60.0
21,Male,WeChat,4.1,3.7,8.2,70.0
20,Female,Instagram,3.4,5.7,8.6,80.0
22,Male,Instagram,4.3,4.1,7.9,70.0
19,Female,TikTok,5.5,2.7,6.6,60.0
21,Male,WhatsApp,5.9,1.9,6.4,60.0
20,Female,Instagram,6.9,1.0,6.1,50.0
22,Male,Facebook,3.8,4.4,8.3,70.0
19,Female,WhatsApp,7.2,1.0,5.6,50.0
21,Male,Instagram,4.4,3.6,7.8,70.0
20,Female,TikTok,5.7,2.4,6.8,60.0
22,Male,WeChat,4.0,3.5,8.3,70.0
19,Female,Instagram,3.3,5.1,8.7,80.0
21,Male,Facebook,4.2,6.1,8.0,70.0
20,Female,TikTok,5.6,1.0,6.5,60.0
22,Male,WhatsApp,6.0,2.3,6.3,60.0
19,Female,Instagram,7.0,1.0,6.0,50.0
21,Male,Facebook,3.7,4.8,8.4,70.0
20,Female,WhatsApp,7.3,1.0,5.5,50.0
22,Male,TikTok,4.3,4.3,7.9,70.0
19,Female,WhatsApp,5.6,3.3,6.9,60.0
21,Male,WeChat,3.9,4.3,8.4,70.0
20,Female,Instagram,3.2,5.7,8.8,80.0
22,Male,Instagram,4.1,2.0,8.1,70.0
19,Female,TikTok,5.7,3.6,6.4,60.0
21,Male,WhatsApp,6.1,2.2,6.2,60.0
20,Female,Instagram,7.1,1.8,5.9,50.0
22,Male,Facebook,3.6,3.4,8.5,70.0
19,Female,WhatsApp,7.4,1.0,5.4,50.0
21,Male,Instagram,4.2,3.9,8.0,70.0
20,Female,Instagram,6.1,1.9,7.2,50.0
23,Male,Twitter,3.8,4.4,7.8,80.0
19,Female,TikTok,5.5,3.4,6.8,60.0
22,Male,Facebook,7.2,1.0,5.9,40.0
21,Female,Instagram,4.2,4.6,7.5,70.0
24,Male,TikTok,6.8,1.2,6.2,50.0
20,Female,Instagram,5.9,1.9,6.7,60.0
22,Male,Facebook,6.5,1.0,6.1,50.0
19,Female,Twitter,4.7,3.7,7.4,70.0
23,Male,Instagram,5.2,1.0,7.0,60.0
21,Female,TikTok,6.3,2.2,6.4,50.0
24,Male,Facebook,4.9,1.9,7.3,70.0
